dr_name,speciality,qualification,years_of_experience,location,city,dp_score%,npv,consultation_fee_₹
Dr. Maulik Joshi,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",29 years experience overall,Mumbai,Mumbai,100% ,,₹800
Dr. Nirmal Nitin Gujarathi,Gynecologist,"DNB - Obstetrics & Gynecology, DGO, MBBS",16 years experience overall,"Malad West,",Mumbai,100% ,6 Patient Stories,₹1000
Dr. Hemashree Patel,Gynecologist,"DNB - Obstetrics & Gynecology, MBBS",16 years experience overall,"Kandivali West,",Mumbai,98% ,112 Patient Stories,₹1200
Dr. Ashish Shyamkul,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",19 years experience overall,Mumbai,Mumbai,100% ,1 Patient Story,₹500
Dr. Atul Ganatra,Gynecologist,"MBBS, DGO, MD - Obstetrics & Gynaecology",33 years experience overall,"Mulund West,",Mumbai,88% ,5 Patient Stories,₹1300
Dr. Sachin Dalal,Gynecologist,"FCPS - Mid. & Gynae, DGO, DNB - Obstetrics & Gynecology",20 years experience overall,Mumbai,Mumbai,93% ,34 Patient Stories,₹1000
Dr. Shyam V Desai,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS",45 years experience overall,"Malad West,",Mumbai,100% ,,₹1200
Dr. Ketan Pandit,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",32 years experience overall,"Mulund West,",Mumbai,100% ,5 Patient Stories,₹1300
Dr. Pooja Shukla,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS",14 years experience overall,"Malad West,",Mumbai,99% ,135 Patient Stories,₹1100
Dr. Devika Chopra,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, Post Doctoral Fellowship in Reproductive Medicine",16 years experience overall,Mumbai,Mumbai,99% ,171 Patient Stories,₹1500
Dr. Mohini Vachhani,Gynecologist,"Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London), MRCOG(UK), MD - Obstetrics & Gynaecology, DGO",42 years experience overall,"Mahim,",Mumbai,98% ,79 Patient Stories,₹1300
Dr. Vrunda  Karanjgaokar,Gynecologist,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MRCOG(UK), CCT - OBG, MBBS",29 years experience overall,"Chembur,",Mumbai,100% ,,₹1200
Dr. Meghana D Sarvaiya,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology",20 years experience overall,"Malad West,",Mumbai,99% ,106 Patient Stories,₹1000
Dr. Geetanjali Gariema,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS",21 years experience overall,"Oshiwara,",Mumbai,83% ,6 Patient Stories,₹1500
Dr. Anagha Chhatrapati,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS",15 years experience overall,"Parel,",Mumbai,100% ,6 Patient Stories,₹1600
Dr. Alka Kumar,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",32 years experience overall,"Mahim,",Mumbai,100% ,3 Patient Stories,₹1800
Dr. Reena kumari Sengupta,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",11 years experience overall,"Wadala,",Mumbai,50% ,2 Patient Stories,₹1000
Dr. Ritu Palve,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO, Fellowship in Gynaec Oncology",20 years experience overall,"Mahim,",Mumbai,100% ,3 Patient Stories,₹1300
Dr. Tejal Sheth Soni,Gynecologist,"FCPS - Mid. & Gynae, DGO",12 years experience overall,"Ghatkopar East,",Mumbai,100% ,1 Patient Story,₹800
Dr. Rajendra S Sankpal,Gynecologist,"MD - Obstetrics & Gynaecology, DGO, MBBS",28 years experience overall,"Malad West,",Mumbai,98% ,66 Patient Stories,₹1000
Dr. Neeta Warty,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DGO",35 years experience overall,"Santacruz West,",Mumbai,80% ,3 Patient Stories,₹2700
Dr. Ajanta Narvekar,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",40 years experience overall,"Matunga,",Mumbai,50% ,1 Patient Story,₹2000
Dr. Raju Manmohan,Gynecologist,"MBBS, DGO",28 years experience overall,"Chembur,",Mumbai,,,₹1000
Dr. Vidya Patil,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, MD - Obstetrics & Gynaecology",26 years experience overall,"Borivali West,",Mumbai,88% ,47 Patient Stories,₹800
Dr. Pooja Sharma Dimri,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",22 years experience overall,"Malad West,",Mumbai,100% ,1 Patient Story,₹1000
Dr. Aparna Hegde,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, DGO",27 years experience overall,"Khar West,",Mumbai,97% ,63 Patient Stories,₹1500
Dr. Rakhee Sahu,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",24 years experience overall,"Powai,",Mumbai,95% ,12 Patient Stories,₹1300
Dr. Aneesh Sabnis,Gynecologist,"MD - Midwifery & Gynecology, MBBS",32 years experience overall,"Andheri,",Mumbai,96% ,13 Patient Stories,₹800
Dr. Mugdha Raut,Gynecologist,"MBBS, MD - Midwifery & Gynecology, DGO",33 years experience overall,"Santacruz,",Mumbai,99% ,22 Patient Stories,₹2000
Dr. Anita Soni,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DGO",19 years experience overall,"Powai,",Mumbai,73% ,30 Patient Stories,₹1300
Dr. Harshada Subhash Thakur,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",17 years experience overall,Mumbai,Mumbai,100% ,25 Patient Stories,₹1000
Dr. Preeti Deshpande,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",19 years experience overall,"Mahim,",Mumbai,98% ,28 Patient Stories,₹1600
Dr. Gouri Gore,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",17 years experience overall,"Chembur East,",Mumbai,91% ,13 Patient Stories,₹800
Dr. Navaaz Azil Tantra,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO",28 years experience overall,"Malad West,",Mumbai,,,₹1000
Dr. Balkrishna M Inamdar,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",43 years experience overall,"Goregaon West,",Mumbai,100% ,2 Patient Stories,₹1000
Dr. Sangeeta Raodeo,Gynecologist,"DGO, FCPS - Mid. & Gynae",16 years experience overall,"Mulund West,",Mumbai,100% ,39 Patient Stories,₹800
Dr. Laila Rajesh Dave,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",36 years experience overall,"Mahim,",Mumbai,88% ,12 Patient Stories,₹1300
Dr. Mahek Motwani,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology, Diploma In Skin Aesthetics",25 years experience overall,Mumbai,Mumbai,88% ,22 Patient Stories,₹800
Dr. Vikram Sharad Shah,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",24 years experience overall,"Mahim,",Mumbai,95% ,6 Patient Stories,₹1300
Dr. Miloni Gadoya,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",13 years experience overall,"Tardeo,",Mumbai,,,₹1500
Dr. Mangala Patil,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",35 years experience overall,"Mira Road,",Mumbai,57% ,18 Patient Stories,₹900
Dr. Hetal Parekh,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",25 years experience overall,"Powai,",Mumbai,100% ,1 Patient Story,₹1300
Dr. Sangeeta Pikale,Gynecologist,"MBBS, DGO, MD - Midwifery & Gynecology",32 years experience overall,"Mahim,",Mumbai,100% ,7 Patient Stories,₹1800
Dr. Anita K Mohan,Gynecologist,"MBBS, DGO, FCPS - Mid. & Gynae, MD - Obstetrics & Gynaecology",28 years experience overall,"Mahim,",Mumbai,97% ,21 Patient Stories,₹1300
Dr. Tanuja Uchil,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS",25 years experience overall,"Chembur East,",Mumbai,94% ,245 Patient Stories,₹1200
Dr. Nutan Hegde,Gynecologist,"MBBS, DGO, MRCOG(UK)",19 years experience overall,"Dadar West,",Mumbai,97% ,62 Patient Stories,₹900
Dr. Mukesh Agrawal,Gynecologist,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, DGO, MBBS",31 years experience overall,"Malad West,",Mumbai,100% ,,₹1600
Dr. Mansi A Medhekar,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, Diploma in Advanced Endoscopic Gynae Surgery",16 years experience overall,"Mahim,",Mumbai,100% ,8 Patient Stories,₹1300
Dr. Milind Wankhede,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS",18 years experience overall,"Kandivali East,",Mumbai,100% ,,₹1000
Dr. Shivani Baheti,Gynecologist,MS - Obstetrics & Gynaecology,2 years experience overall,Mumbai,Mumbai,100% ,8 Patient Stories,₹500
Dr. Surekha  Pradeep Mathkar,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS",34 years experience overall,"Ghatkopar West,",Mumbai,83% ,2 Patient Stories,₹1000
Dr. Swati Allahbadia,Gynecologist,"MD - Obstetrics & Gynaecology, DGO, Diploma in Reproductive Medicine (Germany), MBBS",35 years experience overall,"Parel,",Mumbai,94% ,18 Patient Stories,₹1500
Dr. Shilpa Shah Gohil,Gynecologist,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",19 years experience overall,"Mahim,",Mumbai,98% ,20 Patient Stories,₹1800
Dr. Mira Raisinghaney,Gynecologist,"MBBS, DGO, MD - Obstetrics & Gynaecology",36 years experience overall,"Mahim,",Mumbai,100% ,3 Patient Stories,₹800
Dr. Kanika Kalyani,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",13 years experience overall,"Borivali,",Mumbai,100% ,1 Patient Story,₹500
Dr. Pradnya Rajendra Changede,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG), FCPS - Mid. & Gynae",17 years experience overall,"Chembur,",Mumbai,100% ,17 Patient Stories,₹1200
Dr. Kirti Shankhdhar,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",25 years experience overall,"Chembur East,",Mumbai,100% ,11 Patient Stories,₹1000
Dr. Hitesh I Parikh,Gynecologist,"MD - Obstetrics & Gynaecology, DGO, MBBS",35 years experience overall,Mumbai,Mumbai,100% ,5 Patient Stories,₹1000
Dr. Simi Kawar,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS",29 years experience overall,"Malad West,",Mumbai,100% ,,₹1600
Dr. Nikita Lad Patel,Gynecologist,"MBBS, DGO",19 years experience overall,"Mahim,",Mumbai,100% ,,₹1300
Dr. Alka Kumar,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",32 years experience overall,"Mahim,",Mumbai,100% ,3 Patient Stories,₹1800
Dr. Veena G. Shinde,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DGO",33 years experience overall,"Andheri,",Mumbai,94% ,90 Patient Stories,₹800
Dr. Nilima B. Inamdar,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",38 years experience overall,"Goregaon West,",Mumbai,68% ,2 Patient Stories,₹1000
Dr. Ritu Palve,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO, Fellowship in Gynaec Oncology",20 years experience overall,"Mahim,",Mumbai,100% ,3 Patient Stories,₹1300
Dr. Shonir Pai,Gynecologist,MS - Obstetrics & Gynaecology,8 years experience overall,"Mahim,",Mumbai,94% ,31 Patient Stories,₹1300
Dr. Shweta Raje,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",18 years experience overall,"Khar West,",Mumbai,99% ,137 Patient Stories,₹1500
Dr. Padma Khade,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",27 years experience overall,"Ghatkopar East,",Mumbai,80% ,5 Patient Stories,₹800
Dr. Girish Dani,Gynecologist,"MBBS, DGO, MD - Obstetrics & Gynaecology",47 years experience overall,"Borivali East,",Mumbai,100% ,4 Patient Stories,₹2000
Dr. Gayatri Manaktala,Gynecologist,"MBBS, DGO",18 years experience overall,"Khar West,",Mumbai,99% ,318 Patient Stories,₹1500
Dr. Vandana Shetty,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",22 years experience overall,"Mahim,",Mumbai,100% ,,₹1300
Dr. Rohan Palshetkar,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS",12 years experience overall,"Opera House,",Mumbai,100% ,1 Patient Story,₹500
Dr. Sharda Arvind,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology",23 years experience overall,"Khar West,",Mumbai,100% ,2 Patient Stories,₹1500
Dr. Geetanjali Gariema,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS",21 years experience overall,"Oshiwara,",Mumbai,83% ,6 Patient Stories,₹1500
Dr. Nirmal Nitin Gujarathi,Gynecologist,"DNB - Obstetrics & Gynecology, DGO, MBBS",16 years experience overall,"Malad West,",Mumbai,100% ,6 Patient Stories,₹1000
Dr. Rohan Palshetkar,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS",12 years experience overall,"Opera House,",Mumbai,100% ,1 Patient Story,₹500
Dr. Vikram Sharad Shah,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",24 years experience overall,"Mahim,",Mumbai,95% ,6 Patient Stories,₹1300
Dr. Shyam V Desai,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS",45 years experience overall,"Malad West,",Mumbai,100% ,,₹1200
Dr. Girish Sabnis,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",43 years experience overall,"Mulund West,",Mumbai,,,₹1300
Dr. Maulik Joshi,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology",29 years experience overall,Mumbai,Mumbai,100% ,,₹800
Dr. Dhruv Gohil,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology",13 years experience overall,"Borivali West,",Mumbai,100% ,1 Patient Story,₹800
Dr. Nandan Purandare,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS",14 years experience overall,"Dadar,",Mumbai,67% ,2 Patient Stories,₹1000
Dr. Prasad Deshmukh,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",13 years experience overall,"Bandra East,",Mumbai,100% ,1 Patient Story,₹1000
Dr. Navaaz Azil Tantra,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO",28 years experience overall,"Malad West,",Mumbai,,,₹1000
Dr. Indu Khosla,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",32 years experience overall,"Malad West,",Mumbai,99% ,60 Patient Stories,₹1000
Dr. Yogesh P Mehta,Pediatrician,MD - Pediatrics,38 years experience overall,"Ghatkopar West,",Mumbai,99% ,62 Patient Stories,₹1000
Dr. Mili S. Joshi,Pediatrician,"MBBS, Diploma in Child Health (DCH)",25 years experience overall,Mumbai,Mumbai,97% ,56 Patient Stories,₹600
Dr. Vishal Baldua,Pediatrician,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH), FCCM",21 years experience overall,"Goregaon East,",Mumbai,97% ,90 Patient Stories,₹800
Dr. Bhupendra S Avasthi,Pediatrician,"MBBS, MD - Pediatrics, DNB - Paediatrics",42 years experience overall,"Santacruz West,",Mumbai,92% ,11 Patient Stories,₹2000
Dr. Vilas Kulkarni,Pediatrician,"MD - Pediatrics, MBBS",52 years experience overall,"Andheri West,",Mumbai,98% ,43 Patient Stories,₹1000
Dr. Shilpa Nayak,Pediatrician,"Diploma in Child Health (DCH), MBBS",19 years experience overall,"Andheri West,",Mumbai,98% ,127 Patient Stories,₹1500
Dr. Sujata Chitnis,Pediatrician,"MBBS, MD - Pediatrics",41 years experience overall,"Vileparle East,",Mumbai,100% ,16 Patient Stories,₹1000
Dr. Yuvaraja S Shetty,Pediatrician,"MBBS, MD - Pediatrics",17 years experience overall,"Mulund West,",Mumbai,99% ,182 Patient Stories,₹1000
Dr. Abhinav Tiwari,Pediatrician,"MBBS, Diploma in Child Health (DCH)",11 years experience overall,"Powai,",Mumbai,99% ,104 Patient Stories,₹800
Dr. Jesal Seth,Pediatrician,"MBBS, MD - Pediatrics",23 years experience overall,"Mulund West,",Mumbai,100% ,1 Patient Story,₹1300
Dr. Sameer Sadawarte,Pediatrician,"MBBS, Diploma in Child Health (DCH)",22 years experience overall,"Mulund West,",Mumbai,100% ,2 Patient Stories,₹1300
Dr. Rajen H Doshi,Pediatrician,"MBBS, MD - Pediatrics",33 years experience overall,"Mulund West,",Mumbai,61% ,12 Patient Stories,₹1300
Dr. Shobha Sharma,Pediatrician,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",43 years experience overall,"Santacruz West,",Mumbai,50% ,,₹1500
Dr. Sanjeev Ahuja,Pediatrician,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",26 years experience overall,"Powai,",Mumbai,85% ,32 Patient Stories,₹1100
Dr. Vilas Kulkarni,Pediatrician,"MD - Pediatrics, MBBS",52 years experience overall,"Andheri West,",Mumbai,98% ,43 Patient Stories,₹1000
Dr. Manoj S Thamke,Pediatrician,"MBBS, MD - Pediatrics",19 years experience overall,"Mulund East,",Mumbai,100% ,45 Patient Stories,₹700
Dr. Yuvaraja S Shetty,Pediatrician,"MBBS, MD - Pediatrics",17 years experience overall,"Mulund West,",Mumbai,99% ,182 Patient Stories,₹1000
Dr. Deepti Chawla,Pediatrician,"MBBS, MD - Pediatrics",12 years experience overall,"Malad,",Mumbai,100% ,17 Patient Stories,₹800
Dr. Vishal Baldua,Pediatrician,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH), FCCM",21 years experience overall,"Goregaon East,",Mumbai,97% ,90 Patient Stories,₹800
Dr. Abhinav Tiwari,Pediatrician,"MBBS, Diploma in Child Health (DCH)",11 years experience overall,"Powai,",Mumbai,99% ,104 Patient Stories,₹800
Dr. Zinal,Pediatrician,"MBBS, Diploma in Child Health (DCH)",24 years experience overall,"Andheri West,",Mumbai,98% ,11 Patient Stories,₹2000
Dr. Sujata Chitnis,Pediatrician,"MBBS, MD - Pediatrics",41 years experience overall,"Vileparle East,",Mumbai,100% ,16 Patient Stories,₹1000
Dr. Yogesh P Mehta,Pediatrician,MD - Pediatrics,38 years experience overall,"Ghatkopar West,",Mumbai,99% ,62 Patient Stories,₹1000
Dr. Bijal Pradip,Pediatrician,"MBBS, MD - Pediatrics",26 years experience overall,"Powai,",Mumbai,77% ,5 Patient Stories,₹1300
Dr. Shilpa Nayak,Pediatrician,"Diploma in Child Health (DCH), MBBS",19 years experience overall,"Andheri West,",Mumbai,98% ,127 Patient Stories,₹1500
Dr. Vaidehi Dande,Pediatrician,"MBBS, MD - Pediatrics",18 years experience overall,"Prabhadevi,",Mumbai,100% ,1 Patient Story,₹1200
Dr. Sonal S. Saste,Pediatrician,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)",14 years experience overall,"Santacruz West,",Mumbai,87% ,17 Patient Stories,₹2200
Dr. Ruchi Parikh,Pediatrician,"MBBS, DNB - Paediatrics",Special Interest in Pediatric Endocrinology,"Santacruz West,",Mumbai,100% ,,₹1700
Dr. Rahul Shukla,Pediatrician,"MD - Pediatrics, MBBS",9 years experience overall,"Mira Road,",Mumbai,100% ,14 Patient Stories,₹800
Dr. Rajashri Shanbhag,Pediatrician,"MBBS, Diploma in Child Health (DCH)",26 years experience overall,"Jogeshwari East,",Mumbai,100% ,8 Patient Stories,₹800
Dr. Arti,Pediatrician,"MBBS, MD - Pediatrics",13 years experience overall,"Parel,",Mumbai,,,₹1750
Dr. Punit Vinod Garg,Pediatrician,"MD - Pediatrics, MBBS",8 years experience overall,"Malad West,",Mumbai,100% ,3 Patient Stories,₹800
Dr. Samantha Castellino,Pediatrician,"MBBS, MD - Pediatrics",12 years experience overall,"Andheri East,",Mumbai,100% ,103 Patient Stories,₹900
Dr. Priyanka Udawat,Pediatrician,"MBBS, DNB - Paediatrics",9 years experience overall,"Mahim,",Mumbai,50% ,2 Patient Stories,₹2300
Dr. Pallavi Deshmukh Gaikwad,Pediatrician,"Diploma in Child Health (DCH), MBBS",12 years experience overall,"Kandivali East,",Mumbai,86% ,2 Patient Stories,₹700
Dr. Deepak K. Jaybhaye,Pediatrician,"MBBS, MD - Pediatrics",9 years experience overall,"Bhandup West,",Mumbai,100% ,,₹500
Dr. Lekha Mishra,Pediatrician,"MBBS, MD - Pediatrics",Special Interest in Pediatric Neurology,"Powai,",Mumbai,,,₹600
Dr. Abnish Kumar,Pediatrician,MD - Pediatrics,8 years experience overall,"Wadala,",Mumbai,,,₹1000
Dr. Mili S. Joshi,Pediatrician,"MBBS, Diploma in Child Health (DCH)",25 years experience overall,Mumbai,Mumbai,97% ,56 Patient Stories,₹600
Dr. Neha Agarwal,Pediatrician,"MBBS, DNB - Paediatrics",14 years experience overall,Mumbai,Mumbai,100% ,6 Patient Stories,₹600
Dr. Indu Khosla,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics",32 years experience overall,"Malad West,",Mumbai,99% ,60 Patient Stories,₹1000
Dr. Tanushri Mukherjee,Pediatrician,"MBBS, DNB - Paediatrics, Fellowship in Neonatology",16 years experience overall,"Malad West,",Mumbai,91% ,19 Patient Stories,₹1000
Dr. Smita Sachin Khaire,Pediatrician,"MBBS, Diploma in Child Health (DCH)",23 years experience overall,Mumbai,Mumbai,98% ,47 Patient Stories,₹500
Dr. Sanjeev Parikh,Pediatrician,"MBBS, MD - Pediatrics",37 years experience overall,Mumbai,Mumbai,98% ,67 Patient Stories,₹900
Dr. Prakash Vasant Vaidya,Pediatrician,"MBBS, MD - Pediatrics",42 years experience overall,"Mulund West,",Mumbai,91% ,8 Patient Stories,₹1300
