dr_name,speciality,qualification,years_of_experience,location,city,dp_score%,npv,consultation_fee_₹,additional_qualification
Dr. Delisha Fernandes,Dentist,BDS,7.0,Goregaon East,Mumbai,100.0,4.0,300.0,MDS
Dr. Tanvi Jha,Dentist,BDS,10.0,Chembur,Mumbai,100.0,26.0,700.0,Not Applicable
Dr. Akhil Patil,Dentist,BDS,7.0,Khar West,Mumbai,100.0,2.0,500.0,MDS
Dr. Komal Nanavati,Dentist,BDS,7.0,Tardeo,Mumbai,0.0,0.0,1000.0,MDS
Dr. Kaynat Gilani,Dentist,BDS,12.0,Khar West,Mumbai,100.0,3.0,500.0,MDS
Dr. Sneha Maurya,Dentist,BDS,11.0,Ghatkopar East,Mumbai,100.0,3.0,500.0,MDS
Dr. Munira Inamdar,Dentist,BDS,20.0,Umerkhadi,Mumbai,89.0,2.0,500.0,Not Applicable
Dr. Khushboo Nikhil Kedia,Dentist,BDS,14.0,Mulund West,Mumbai,92.0,11.0,300.0,Not Applicable
Dr. Piyusha Shankar,Dentist,BDS,7.0,Peddar Road,Mumbai,100.0,6.0,500.0,MDS
Dr. Jayeeta Verma,Dentist,BDS,13.0,Mumbai,Mumbai,0.0,0.0,499.0,MDS
Dr. Swati Gaba,Dentist,BDS,8.0,Kurla West,Mumbai,0.0,0.0,500.0,MDS
Dr. Chetna Sirsat,Dentist,BDS,9.0,Kandivali East,Mumbai,0.0,0.0,500.0,MDS
Dr. Yash Mathur,Dentist,BDS,14.0,Borivali West,Mumbai,0.0,0.0,2000.0,MDS
Dr. Veerale Panchal,Dentist,BDS,6.0,Opera House,Mumbai,100.0,6.0,1000.0,MDS
Dr. Aditi Chaudhary,Dentist,BDS,4.0,Chembur,Mumbai,0.0,0.0,500.0,MDS
Dr. Teja Shirish,Dentist,BDS,6.0,Ghatkopar East,Mumbai,0.0,0.0,0.0,Not Applicable
Dr. Krutika Sail,Dentist,BDS,3.0,Dadar West,Mumbai,0.0,0.0,0.0,Not Applicable
Dr. Sonam Gandhi,Dentist,BDS,10.0,Malabar Hill,Mumbai,0.0,0.0,700.0,MDS
Dr. Chitra Tendulkar,Dentist,BDS,7.0,Peddar Road,Mumbai,0.0,0.0,0.0,Not Applicable
Dr. Rachel Susan Quadros,Dentist,BDS,7.0,Bandra West,Mumbai,100.0,1.0,500.0,MDS
Dr. Richa Patel,Dentist,MDS,11.0,Bandra West,Mumbai,100.0,1.0,500.0,BDS
Dr. Jayshree Khandelwal,Dentist,BDS,6.0,Peddar Road,Mumbai,0.0,0.0,100.0,Not Applicable
Dr. Neema Mirani,Dentist,BDS,14.0,Sion West,Mumbai,0.0,0.0,500.0,Not Applicable
Dr. Saloni Gala,Dentist,BDS,7.0,Mulund West,Mumbai,0.0,0.0,300.0,MDS
Dr. Preet Soni,Dentist,BDS,8.0,Bandra West,Mumbai,0.0,0.0,200.0,MDS
Dr. Rasika Ambekar,Dentist,BDS,5.0,Bandra West,Mumbai,0.0,0.0,200.0,Not Applicable
Dr. Tanvi Tiwari,Dentist,BDS,11.0,Khar West,Mumbai,0.0,0.0,500.0,Not Applicable
Dr. Kashish Sachdev,Dentist,BDS,7.0,Bandra West,Mumbai,0.0,0.0,300.0,MDS
Dr. Amit Raja,Dentist,BDS,17.0,Tardeo,Mumbai,0.0,0.0,1000.0,MDS
Dr. Nitin K Hariyani,Dentist,BDS,9.0,Andheri West,Mumbai,0.0,0.0,390.0,MDS
Dr. Chandni Nayak,Dentist,BDS,7.0,Tardeo,Mumbai,0.0,0.0,1000.0,MDS
Dr. Amruta Godbole,Dentist,BDS,18.0,Khar West,Mumbai,0.0,0.0,750.0,Not Applicable
Dr. Nikita Patel,Dentist,BDS,4.0,Andheri East,Mumbai,0.0,0.0,300.0,Not Applicable
Dr. Aditya Nair,Dentist,PhD,14.0,Matunga,Mumbai,100.0,36.0,300.0,BDS
Dr. Kunal Shet,Dentist,BDS,13.0,Vileparle East,Mumbai,99.0,1039.0,0.0,Not Applicable
Dr. Devang Bhanushali,Dentist,MDS,15.0,Mahim,Mumbai,98.0,31.0,700.0,BDS
Dr. Shilpa Abhyankar,Gynecologist,MBBS,28.0,Dadar East,Mumbai,97.0,127.0,800.0,"DGO, MD"
Dr. Vaishali Chaudhary,Gynecologist,MD,29.0,Chembur,Mumbai,97.0,166.0,1200.0,MBBS
Dr. Vibha Arora,Gynecologist,MBBS,21.0,Malad West,Mumbai,98.0,98.0,1000.0,MD
Dr. Chitwan Dubey,Gynecologist,MBBS,23.0,Powai,Mumbai,71.0,20.0,1300.0,MS
Dr. Anju Hajari,Gynecologist,MD,25.0,Santacruz West,Mumbai,98.0,39.0,2000.0,DNB
Dr. Saurabh Dani,Gynecologist,Others,22.0,Malad West,Mumbai,100.0,3.0,1000.0,Others
Dr. Rakesh Pandia,Gynecologist,DNB,31.0,Malad West,Mumbai,100.0,1.0,1000.0,"MBBS, MD"
Dr. Bela Kedia,Gynecologist,MBBS,35.0,Mulund West,Mumbai,100.0,4.0,1300.0,"DGO, MD"
Dr. Sonal Kumta,Gynecologist,MBBS,18.0,Mulund West,Mumbai,94.0,20.0,1300.0,MD
Dr. Hemlata Hardasani,Gynecologist,MBBS,26.0,Andheri West,Mumbai,99.0,739.0,1500.0,DGO
Dr. Shilpa Bansal Agrawal,Gynecologist,MBBS,17.0,Andheri West,Mumbai,99.0,461.0,1200.0,MD
Dr. Aparna Prabhu,Gynecologist,MD,44.0,Vikhroli East,Mumbai,100.0,1.0,700.0,MBBS
Dr. Girish Sabnis,Gynecologist,MBBS,43.0,Mulund West,Mumbai,0.0,0.0,1300.0,MD
Dr. Anagha Chhatrapati,Gynecologist,MS,15.0,Parel,Mumbai,100.0,6.0,1600.0,MBBS
Dr. Anjali Jitendra Bapat,Gynecologist,MBBS,36.0,Mahim,Mumbai,95.0,146.0,1000.0,MD
Dr. Rajendra S Sankpal,Gynecologist,MD,28.0,Malad West,Mumbai,98.0,66.0,1000.0,"DGO, MBBS"
Dr. Shubhada Sanjiv Khandeparkar,Gynecologist,MBBS,43.0,Dadar East,Mumbai,92.0,63.0,2500.0,MD
Dr. Prakash Trivedi,Gynecologist,MBBS,43.0,Ghatkopar East,Mumbai,99.0,133.0,3000.0,"DGO, MD"
Dr. Pradnya Randive,Gynecologist,MBBS,16.0,Bhandup West,Mumbai,95.0,78.0,800.0,MS
Dr. Shital S Jadhav,Gynecologist,DNB,18.0,Kandivali East,Mumbai,99.0,59.0,1000.0,MBBS
Dr. Gouri Sultane Gupta,Gynecologist,MBBS,19.0,Goregaon West,Mumbai,92.0,93.0,1000.0,DNB
Dr. Nanda R Kumar,Gynecologist,MBBS,19.0,Chembur East,Mumbai,89.0,117.0,1000.0,DGO
Dr. Shubhada Kulkarni,Gynecologist,MBBS,43.0,Andheri West,Mumbai,91.0,124.0,1000.0,MD
Dr. Shreedevi Tanksale,Gynecologist,DGO,14.0,Vileparle East,Mumbai,99.0,119.0,1000.0,DNB
Dr. Tejal Poddar,Gynecologist,MS,11.0,Opera House,Mumbai,98.0,84.0,1000.0,MBBS
Dr. Namrita Sheregar,Gynecologist,MBBS,16.0,Andheri West,Mumbai,99.0,106.0,1000.0,DNB
Dr. Priti Nandanwar,Gynecologist,MBBS,30.0,Kurla East,Mumbai,97.0,25.0,800.0,DGO
Dr. Parzan Mistry,Gynecologist,MS,8.0,Nana Chowk,Mumbai,100.0,25.0,1000.0,DNB
Dr. Bhumika Rai,Gynecologist,MBBS,9.0,Vikhroli East,Mumbai,100.0,10.0,700.0,MS
Dr. Neeta Warty,Gynecologist,MBBS,35.0,Santacruz West,Mumbai,80.0,3.0,2700.0,MD
Dr. Anuradha Narayanan,Gynecologist,MBBS,16.0,Chembur,Mumbai,88.0,4.0,800.0,"DGO, DNB"
Dr. Punam Solanki,Gynecologist,MD,13.0,Andheri West,Mumbai,86.0,11.0,900.0,Not Applicable
Dr. Vandana Bansal,Gynecologist,MBBS,29.0,Santacruz West,Mumbai,70.0,7.0,1500.0,MD
Dr. Ameet Dhurandhar,Gynecologist,MBBS,23.0,Santacruz West,Mumbai,100.0,1.0,2500.0,DGO
Dr. Mamatha Shriyan,Gynecologist,MBBS,23.0,Malad West,Mumbai,0.0,0.0,500.0,MD
Dr. Sapna Khare,Gynecologist,MBBS,14.0,Goregaon West,Mumbai,100.0,67.0,800.0,DNB
Dr. Vaishali Chaudhari,Gynecologist,MBBS,14.0,Chembur East,Mumbai,100.0,10.0,800.0,DGO
Dr. Prabhjot Manchanda,Gynecologist,MBBS,12.0,Ghatkopar East,Mumbai,88.0,39.0,800.0,DNB
Dr. Bindu Gohil Mulekar,Gynecologist,MBBS,31.0,Malad West,Mumbai,67.0,2.0,1000.0,DGO
Dr. Harshika Bavishi,Gynecologist,MD,36.0,Chembur East,Mumbai,96.0,51.0,1000.0,Not Applicable
Dr. Jay Mehta,Gynecologist,MBBS,11.0,Ghatkopar East,Mumbai,85.0,8.0,3000.0,DNB
Dr. Maimoona Ahmed,Gynecologist,MBBS,11.0,Malad West,Mumbai,0.0,0.0,750.0,MS
Dr. Sonal Katwala,Gynecologist,MBBS,22.0,Borivali West,Mumbai,97.0,59.0,800.0,"DGO, DNB"
Dr. Soumil Trivedi,Gynecologist,MBBS,14.0,Ghatkopar East,Mumbai,100.0,83.0,2000.0,DNB
Dr. Renubala Rout,Gynecologist,DNB,16.0,Kandivali East,Mumbai,98.0,33.0,1000.0,MBBS
Dr. Yatin Thakorlal Shah,Gynecologist,DGO,12.0,Malad West,Mumbai,0.0,0.0,1000.0,Not Applicable
Dr. Rima Sonpal,Gynecologist,MBBS,11.0,Ghatkopar West,Mumbai,98.0,37.0,800.0,Others
Dr. Reshma Naushad Hussain,Gynecologist,MBBS,26.0,Mahim,Mumbai,100.0,0.0,1300.0,"DGO, MD"
Dr. Shruti Rai,Gynecologist,MBBS,8.0,Chembur,Mumbai,100.0,15.0,700.0,DGO
Dr. Reena kumari Sengupta,Gynecologist,MBBS,11.0,Wadala,Mumbai,50.0,2.0,1000.0,DNB
Dr. Radhika Sheth,Gynecologist,MS,14.0,Malad West,Mumbai,100.0,241.0,1100.0,DNB
Dr. Honey Mishra,Gynecologist,MBBS,10.0,Goregaon West,Mumbai,100.0,34.0,800.0,DNB
Dr. Gangurde Pritimala Bhalchandra,Gynecologist,MBBS,19.0,Kandivali West,Mumbai,100.0,3.0,800.0,DNB
Dr. Vijal Modi,Gynecologist,MBBS,12.0,Goregaon West,Mumbai,100.0,13.0,800.0,DNB
Dr. Vaishali Shedge,Gynecologist,MBBS,15.0,Borivali West,Mumbai,92.0,16.0,800.0,DGO
Dr. Minal Chandrashekhar Chalwade,Gynecologist,DGO,15.0,Sion East,Mumbai,100.0,9.0,800.0,MBBS
Dr. Nikhil D Datar,Gynecologist,MBBS,31.0,Malad West,Mumbai,99.0,473.0,1000.0,MD
Dr. Deepika Asati,Gynecologist,MBBS,18.0,Kandivali East,Mumbai,95.0,13.0,800.0,DGO
Dr. Jyoti Shetty,Gynecologist,MBBS,29.0,Bandra East,Mumbai,60.0,4.0,1200.0,MD
Dr. Varsha Degwekar,Gynecologist,MS,35.0,Mumbai,Mumbai,94.0,141.0,1000.0,MBBS
Dr. Hemant Kanojiya,Gynecologist,MBBS,26.0,Kandivali,Mumbai,0.0,0.0,1500.0,MD
Dr. Shraddha Ganatra,Gynecologist,MBBS,13.0,Malad West,Mumbai,100.0,2.0,700.0,DGO
Dr. Sita Gururaja,Gynecologist,MBBS,26.0,Mumbai,Mumbai,98.0,67.0,800.0,DNB
Dr. Sharmishtha Prashant Kewle,Gynecologist,MBBS,16.0,Chembur,Mumbai,0.0,0.0,1000.0,DGO
Dr. Prasad Deshmukh,Gynecologist,MBBS,13.0,Bandra East,Mumbai,100.0,1.0,1000.0,MS
Dr. Pallavi Pandey Mishra,Gynecologist,MBBS,13.0,Malad West,Mumbai,100.0,0.0,1200.0,MS
Dr. Madhushree Venkat,Gynecologist,MBBS,22.0,Mulund West,Mumbai,82.0,18.0,800.0,"DGO, DNB"
Dr. Sunayana Dubey,Gynecologist,MBBS,21.0,Mumbai,Mumbai,94.0,13.0,700.0,DGO
Dr. Jagdip Shah,Gynecologist,MD,38.0,Mumbai,Mumbai,96.0,28.0,1200.0,"DGO, MBBS"
Dr. Kishori Dinendra Kadam,Gynecologist,MBBS,38.0,Mulund West,Mumbai,90.0,24.0,1300.0,"DGO, MD"
Dr. Jyotsna Patel,Gynecologist,MD,28.0,Mumbai,Mumbai,89.0,33.0,1000.0,"DGO, MBBS"
Dr. Shruti Parikh,Gynecologist,MBBS,14.0,Borivali West,Mumbai,100.0,156.0,800.0,MS
Dr. Raju Sahetya,Gynecologist,MD,43.0,Malad West,Mumbai,95.0,32.0,1000.0,Others
Dr. Garima Sharma,Gynecologist,MS,12.0,Mumbai,Mumbai,99.0,79.0,800.0,Others
Dr. Prajakta Katdare-Saraf,Gynecologist,MBBS,15.0,Mumbai,Mumbai,100.0,1.0,600.0,DNB
Dr. Aditi Singhi,Gynecologist,MBBS,19.0,Chembur,Mumbai,95.0,9.0,1200.0,MS
Dr. Nimisha Mehta,Gynecologist,MS,8.0,Mumbai,Mumbai,100.0,32.0,800.0,MBBS
Dr. Smita Pawar,Gynecologist,MBBS,11.0,Malad West,Mumbai,98.0,26.0,500.0,DNB
Dr. Ankesh Sahetya,Gynecologist,DNB,14.0,Mumbai,Mumbai,100.0,1000.0,1000.0,Others
Dr. Punit Bhojani,Gynecologist,MBBS,19.0,Mumbai,Mumbai,99.0,65.0,1000.0,MS
Dr. Padma Khade,Gynecologist,MBBS,27.0,Ghatkopar East,Mumbai,80.0,5.0,800.0,MD
Dr. Vrushni Bhuta,Gynecologist,MBBS,13.0,Powai,Mumbai,100.0,34.0,1300.0,MS
Dr. Mugdha Raut,Gynecologist,MBBS,33.0,Santacruz,Mumbai,99.0,22.0,2000.0,MD
Dr. Deepika Doshi,Gynecologist,MBBS,11.0,Mumbai,Mumbai,90.0,9.0,800.0,MS
Dr. Pradnya Rajendra Changede,Gynecologist,MBBS,17.0,Chembur,Mumbai,100.0,17.0,1200.0,MS
Dr. Preeti Deshpande,Gynecologist,MBBS,19.0,Mahim,Mumbai,98.0,28.0,1600.0,MS
Dr. Archana R. Gaikwad,Gynecologist,MBBS,16.0,Mumbai,Mumbai,100.0,2.0,500.0,DGO
Dr. Shonir Pai,Gynecologist,MS,8.0,Mahim,Mumbai,94.0,31.0,1300.0,Not Applicable
Dr. Nilima B. Inamdar,Gynecologist,MBBS,38.0,Goregaon West,Mumbai,68.0,2.0,1000.0,MD
Dr. Abhijit Bodke,Gynecologist,DGO,19.0,Mumbai,Mumbai,100.0,3.0,300.0,MBBS
Dr. Punam Sinha,Gynecologist,DGO,42.0,Mumbai,Mumbai,100.0,15.0,1000.0,MBBS
Dr. Nitin M Narvekar,Gynecologist,DGO,40.0,Matunga,Mumbai,100.0,9.0,2000.0,DNB
Dr. Vanita Raut,Gynecologist,MBBS,42.0,Powai,Mumbai,97.0,32.0,1300.0,MD
Dr. Priti Shyamkul,Gynecologist,MBBS,19.0,Mumbai,Mumbai,94.0,76.0,800.0,DNB
Dr. Rachana Kaveri,Gynecologist,DNB,7.0,Mumbai,Mumbai,100.0,5.0,800.0,MBBS
Dr. Maulik Joshi,Gynecologist,MBBS,29.0,Mumbai,Mumbai,100.0,0.0,800.0,MD
Dr. Nirmal Nitin Gujarathi,Gynecologist,DNB,16.0,Malad West,Mumbai,100.0,6.0,1000.0,"DGO, MBBS"
Dr. Hemashree Patel,Gynecologist,DNB,16.0,Kandivali West,Mumbai,98.0,112.0,1200.0,MBBS
Dr. Ashish Shyamkul,Gynecologist,MBBS,19.0,Mumbai,Mumbai,100.0,1.0,500.0,MS
Dr. Atul Ganatra,Gynecologist,MBBS,33.0,Mulund West,Mumbai,88.0,5.0,1300.0,"DGO, MD"
Dr. Sachin Dalal,Gynecologist,Others,20.0,Mumbai,Mumbai,93.0,34.0,1000.0,"DGO, DNB"
Dr. Shyam V Desai,Gynecologist,MD,45.0,Malad West,Mumbai,100.0,0.0,1200.0,MBBS
Dr. Ketan Pandit,Gynecologist,MBBS,32.0,Mulund West,Mumbai,100.0,5.0,1300.0,MD
Dr. Pooja Shukla,Gynecologist,MD,14.0,Malad West,Mumbai,99.0,135.0,1100.0,MBBS
Dr. Devika Chopra,Gynecologist,MBBS,16.0,Mumbai,Mumbai,99.0,171.0,1500.0,DNB
Dr. Mohini Vachhani,Gynecologist,Others,42.0,Mahim,Mumbai,98.0,79.0,1300.0,Others
Dr. Vrunda  Karanjgaokar,Gynecologist,MD,29.0,Chembur,Mumbai,100.0,0.0,1200.0,DNB
Dr. Meghana D Sarvaiya,Gynecologist,MBBS,20.0,Malad West,Mumbai,99.0,106.0,1000.0,"DGO, DNB"
Dr. Geetanjali Gariema,Gynecologist,MS,21.0,Oshiwara,Mumbai,83.0,6.0,1500.0,MBBS
Dr. Alka Kumar,Gynecologist,MBBS,32.0,Mahim,Mumbai,100.0,3.0,1800.0,MD
Dr. Ritu Palve,Gynecologist,MBBS,20.0,Mahim,Mumbai,100.0,3.0,1300.0,DNB
Dr. Tejal Sheth Soni,Gynecologist,Others,12.0,Ghatkopar East,Mumbai,100.0,1.0,800.0,DGO
Dr. Ajanta Narvekar,Gynecologist,MBBS,40.0,Matunga,Mumbai,50.0,1.0,2000.0,MD
Dr. Raju Manmohan,Gynecologist,MBBS,28.0,Chembur,Mumbai,0.0,0.0,1000.0,DGO
Dr. Vidya Patil,Gynecologist,MBBS,26.0,Borivali West,Mumbai,88.0,47.0,800.0,DNB
Dr. Pooja Sharma Dimri,Gynecologist,MBBS,22.0,Malad West,Mumbai,100.0,1.0,1000.0,MD
Dr. Aparna Hegde,Gynecologist,MBBS,27.0,Khar West,Mumbai,97.0,63.0,1500.0,MD
Dr. Rakhee Sahu,Gynecologist,MBBS,24.0,Powai,Mumbai,95.0,12.0,1300.0,MD
Dr. Aneesh Sabnis,Gynecologist,MD,32.0,Andheri,Mumbai,96.0,13.0,800.0,MBBS
Dr. Anita Soni,Gynecologist,MBBS,19.0,Powai,Mumbai,73.0,30.0,1300.0,MD
Dr. Harshada Subhash Thakur,Gynecologist,MBBS,17.0,Mumbai,Mumbai,100.0,25.0,1000.0,MS
Dr. Gouri Gore,Gynecologist,MBBS,17.0,Chembur East,Mumbai,91.0,13.0,800.0,MS
Dr. Navaaz Azil Tantra,Gynecologist,MBBS,28.0,Malad West,Mumbai,0.0,0.0,1000.0,DNB
Dr. Balkrishna M Inamdar,Gynecologist,MBBS,43.0,Goregaon West,Mumbai,100.0,2.0,1000.0,MD
Dr. Sangeeta Raodeo,Gynecologist,DGO,16.0,Mulund West,Mumbai,100.0,39.0,800.0,Others
Dr. Laila Rajesh Dave,Gynecologist,MBBS,36.0,Mahim,Mumbai,88.0,12.0,1300.0,MD
Dr. Mahek Motwani,Gynecologist,MBBS,25.0,Mumbai,Mumbai,88.0,22.0,800.0,"DGO, DNB"
Dr. Vikram Sharad Shah,Gynecologist,MBBS,24.0,Mahim,Mumbai,95.0,6.0,1300.0,MD
Dr. Miloni Gadoya,Gynecologist,MBBS,13.0,Tardeo,Mumbai,0.0,0.0,1500.0,DNB
Dr. Mangala Patil,Gynecologist,MBBS,35.0,Mira Road,Mumbai,57.0,18.0,900.0,MD
Dr. Hetal Parekh,Gynecologist,MBBS,25.0,Powai,Mumbai,100.0,1.0,1300.0,MD
Dr. Sangeeta Pikale,Gynecologist,MBBS,32.0,Mahim,Mumbai,100.0,7.0,1800.0,"DGO, MD"
Dr. Anita K Mohan,Gynecologist,MBBS,28.0,Mahim,Mumbai,97.0,21.0,1300.0,Others
Dr. Tanuja Uchil,Gynecologist,MD,25.0,Chembur East,Mumbai,94.0,245.0,1200.0,MBBS
Dr. Nutan Hegde,Gynecologist,MBBS,19.0,Dadar West,Mumbai,97.0,62.0,900.0,Others
Dr. Mukesh Agrawal,Gynecologist,MD,31.0,Malad West,Mumbai,100.0,0.0,1600.0,DNB
Dr. Mansi A Medhekar,Gynecologist,MBBS,16.0,Mahim,Mumbai,100.0,8.0,1300.0,MS
Dr. Milind Wankhede,Gynecologist,MS,18.0,Kandivali East,Mumbai,100.0,0.0,1000.0,MBBS
Dr. Shivani Baheti,Gynecologist,MS,2.0,Mumbai,Mumbai,100.0,8.0,500.0,Not Applicable
Dr. Surekha  Pradeep Mathkar,Gynecologist,MD,34.0,Ghatkopar West,Mumbai,83.0,2.0,1000.0,MBBS
Dr. Swati Allahbadia,Gynecologist,MD,35.0,Parel,Mumbai,94.0,18.0,1500.0,Others
Dr. Shilpa Shah Gohil,Gynecologist,MD,19.0,Mahim,Mumbai,98.0,20.0,1800.0,DNB
Dr. Mira Raisinghaney,Gynecologist,MBBS,36.0,Mahim,Mumbai,100.0,3.0,800.0,"DGO, MD"
Dr. Kanika Kalyani,Gynecologist,MBBS,13.0,Borivali,Mumbai,100.0,1.0,500.0,MD
Dr. Kirti Shankhdhar,Gynecologist,MBBS,25.0,Chembur East,Mumbai,100.0,11.0,1000.0,DNB
Dr. Hitesh I Parikh,Gynecologist,MD,35.0,Mumbai,Mumbai,100.0,5.0,1000.0,"DGO, MBBS"
Dr. Simi Kawar,Gynecologist,MS,29.0,Malad West,Mumbai,100.0,0.0,1600.0,MBBS
Dr. Nikita Lad Patel,Gynecologist,MBBS,19.0,Mahim,Mumbai,100.0,0.0,1300.0,DGO
Dr. Veena G. Shinde,Gynecologist,MBBS,33.0,Andheri,Mumbai,94.0,90.0,800.0,MD
Dr. Shweta Raje,Gynecologist,MBBS,18.0,Khar West,Mumbai,99.0,137.0,1500.0,MD
Dr. Girish Dani,Gynecologist,MBBS,47.0,Borivali East,Mumbai,100.0,4.0,2000.0,"DGO, MD"
Dr. Gayatri Manaktala,Gynecologist,MBBS,18.0,Khar West,Mumbai,99.0,318.0,1500.0,DGO
Dr. Vandana Shetty,Gynecologist,MBBS,22.0,Mahim,Mumbai,100.0,0.0,1300.0,MD
Dr. Rohan Palshetkar,Gynecologist,MS,12.0,Opera House,Mumbai,100.0,1.0,500.0,MBBS
Dr. Sharda Arvind,Gynecologist,MBBS,23.0,Khar West,Mumbai,100.0,2.0,1500.0,DNB
Dr. Dhruv Gohil,Gynecologist,MBBS,13.0,Borivali West,Mumbai,100.0,1.0,800.0,MS
Dr. Nandan Purandare,Gynecologist,MS,14.0,Dadar,Mumbai,67.0,2.0,1000.0,MBBS
Dr. Indu Khosla,Pediatrician,MBBS,32.0,Malad West,Mumbai,99.0,60.0,1000.0,Others
Dr. Yogesh P Mehta,Pediatrician,MD,38.0,Ghatkopar West,Mumbai,99.0,62.0,1000.0,Not Applicable
Dr. Mili S. Joshi,Pediatrician,MBBS,25.0,Mumbai,Mumbai,97.0,56.0,600.0,Diploma in Child Health (DCH)
Dr. Vishal Baldua,Pediatrician,MBBS,21.0,Goregaon East,Mumbai,97.0,90.0,800.0,MD
Dr. Bhupendra S Avasthi,Pediatrician,MBBS,42.0,Santacruz West,Mumbai,92.0,11.0,2000.0,MD
Dr. Vilas Kulkarni,Pediatrician,MD,52.0,Andheri West,Mumbai,98.0,43.0,1000.0,MBBS
Dr. Shilpa Nayak,Pediatrician,Diploma in Child Health (DCH),19.0,Andheri West,Mumbai,98.0,127.0,1500.0,MBBS
Dr. Sujata Chitnis,Pediatrician,MBBS,41.0,Vileparle East,Mumbai,100.0,16.0,1000.0,MD
Dr. Yuvaraja S Shetty,Pediatrician,MBBS,17.0,Mulund West,Mumbai,99.0,182.0,1000.0,MD
Dr. Abhinav Tiwari,Pediatrician,MBBS,11.0,Powai,Mumbai,99.0,104.0,800.0,Diploma in Child Health (DCH)
Dr. Jesal Seth,Pediatrician,MBBS,23.0,Mulund West,Mumbai,100.0,1.0,1300.0,MD
Dr. Sameer Sadawarte,Pediatrician,MBBS,22.0,Mulund West,Mumbai,100.0,2.0,1300.0,Diploma in Child Health (DCH)
Dr. Rajen H Doshi,Pediatrician,MBBS,33.0,Mulund West,Mumbai,61.0,12.0,1300.0,MD
Dr. Shobha Sharma,Pediatrician,MBBS,43.0,Santacruz West,Mumbai,50.0,0.0,1500.0,MD
Dr. Sanjeev Ahuja,Pediatrician,MBBS,26.0,Powai,Mumbai,85.0,32.0,1100.0,MD
Dr. Manoj S Thamke,Pediatrician,MBBS,19.0,Mulund East,Mumbai,100.0,45.0,700.0,MD
Dr. Deepti Chawla,Pediatrician,MBBS,12.0,Malad,Mumbai,100.0,17.0,800.0,MD
Dr. Zinal,Pediatrician,MBBS,24.0,Andheri West,Mumbai,98.0,11.0,2000.0,Diploma in Child Health (DCH)
Dr. Bijal Pradip,Pediatrician,MBBS,26.0,Powai,Mumbai,77.0,5.0,1300.0,MD
Dr. Vaidehi Dande,Pediatrician,MBBS,18.0,Prabhadevi,Mumbai,100.0,1.0,1200.0,MD
Dr. Sonal S. Saste,Pediatrician,MBBS,14.0,Santacruz West,Mumbai,87.0,17.0,2200.0,DNB
Dr. Ruchi Parikh,Pediatrician,MBBS,0.0,Santacruz West,Mumbai,100.0,0.0,1700.0,DNB
Dr. Rahul Shukla,Pediatrician,MD,9.0,Mira Road,Mumbai,100.0,14.0,800.0,MBBS
Dr. Rajashri Shanbhag,Pediatrician,MBBS,26.0,Jogeshwari East,Mumbai,100.0,8.0,800.0,Diploma in Child Health (DCH)
Dr. Arti,Pediatrician,MBBS,13.0,Parel,Mumbai,0.0,0.0,1750.0,MD
Dr. Punit Vinod Garg,Pediatrician,MD,8.0,Malad West,Mumbai,100.0,3.0,800.0,MBBS
Dr. Samantha Castellino,Pediatrician,MBBS,12.0,Andheri East,Mumbai,100.0,103.0,900.0,MD
Dr. Priyanka Udawat,Pediatrician,MBBS,9.0,Mahim,Mumbai,50.0,2.0,2300.0,DNB
Dr. Pallavi Deshmukh Gaikwad,Pediatrician,Diploma in Child Health (DCH),12.0,Kandivali East,Mumbai,86.0,2.0,700.0,MBBS
Dr. Deepak K. Jaybhaye,Pediatrician,MBBS,9.0,Bhandup West,Mumbai,100.0,0.0,500.0,MD
Dr. Lekha Mishra,Pediatrician,MBBS,0.0,Powai,Mumbai,0.0,0.0,600.0,MD
Dr. Abnish Kumar,Pediatrician,MD,8.0,Wadala,Mumbai,0.0,0.0,1000.0,Not Applicable
Dr. Neha Agarwal,Pediatrician,MBBS,14.0,Mumbai,Mumbai,100.0,6.0,600.0,DNB
Dr. Tanushri Mukherjee,Pediatrician,MBBS,16.0,Malad West,Mumbai,91.0,19.0,1000.0,DNB
Dr. Smita Sachin Khaire,Pediatrician,MBBS,23.0,Mumbai,Mumbai,98.0,47.0,500.0,Diploma in Child Health (DCH)
Dr. Sanjeev Parikh,Pediatrician,MBBS,37.0,Mumbai,Mumbai,98.0,67.0,900.0,MD
Dr. Prakash Vasant Vaidya,Pediatrician,MBBS,42.0,Mulund West,Mumbai,91.0,8.0,1300.0,MD
Dr. Vipul Mehrotra,Pediatrician,MBBS,28.0,Andheri East,Mumbai,98.0,219.0,1500.0,Others
Dr. Vishal Parmar,Pediatrician,Diploma in Child Health (DCH),12.0,Mira Road,Mumbai,100.0,2.0,900.0,Others
Dr. Badshah Khan,Pediatrician,MD,20.0,Mira Road,Mumbai,100.0,6.0,900.0,Diploma in Child Health (DCH)
Dr. Shaivali Joshi,Pediatrician,DNB,25.0,Mumbai,Mumbai,100.0,1.0,1000.0,Others
Dr. Udani Amish,Pediatrician,MBBS,19.0,Malad West,Mumbai,0.0,0.0,1250.0,"Diploma in Child Health (DCH), DNB"
Dr. Lokesh Banodkar,Pediatrician,MBBS,23.0,Mumbai,Mumbai,100.0,2.0,1000.0,MD
Dr. Shruti Avinash Bajaj,Pediatrician,MD,14.0,Malad West,Mumbai,100.0,0.0,2500.0,MBBS
